,REG_YYMM,CARD_SIDO_NM,STD_CLSS_NM,AMT,STD_CLSS_NM2
2312,201904,인천,스포츠 및 레크레이션 용품 임대업,6661460495,오락/문화
2313,201904,인천,여관업,1160199659,숙박/음식
2314,201904,인천,여행사업,3713500,여행사/자동차임대
2315,201904,인천,욕탕업,732450860,기타
2316,201904,인천,육류 소매업,3674839438,식료품
2317,201904,인천,일반유흥 주점업,1767940355,숙박/음식
2318,201904,인천,일식 음식점업,2752901827,숙박/음식
2319,201904,인천,자동차 임대업,1094500,여행사/자동차임대
2320,201904,인천,전시 및 행사 대행업,176540086,기타
2321,201904,인천,정기 항공 운송업,383083276,항공사
2322,201904,인천,중식 음식점업,3454163264,숙박/음식
2323,201904,인천,차량용 가스 충전업,640729579,연료
2324,201904,인천,차량용 주유소 운영업,24475699670,연료
2325,201904,인천,체인화 편의점,19471910822,편의점
2326,201904,인천,택시 운송업,134136267,기타운송수단
2327,201904,인천,피자 햄버거 샌드위치 및 유사 음식점업,4198884538,숙박/음식
2328,201904,인천,한식 음식점업,49617140513,숙박/음식
2329,201904,인천,호텔업,704579154,숙박/음식
2330,201904,인천,화장품 및 방향제 소매업,1512872460,화장품
2331,201904,전남,건강보조식품 소매업,152039570,건강보조식품
2332,201904,전남,골프장 운영업,3223656079,스포츠/오락/여가
2333,201904,전남,과실 및 채소 소매업,2136412846,
2334,201904,전남,관광 민예품 및 선물용품 소매업,9536900,여행/교통
2335,201904,전남,그외 기타 스포츠시설 운영업,4750000,스포츠/오락/여가
2336,201904,전남,그외 기타 종합 소매업,2689699170,종합소매
2337,201904,전남,기타 대형 종합 소매업,9654457905,종합소매
2338,201904,전남,기타 외국식 음식점업,628927085,숙박/음식
2339,201904,전남,기타 주점업,649279666,숙박/음식
2340,201904,전남,기타음식료품위주종합소매업,8015983182,종합소매
2341,201904,전남,내항 여객 운송업,45455400,기타운송수단
2342,201904,전남,마사지업,97042200,기타
2343,201904,전남,면세점,40998560,면세점
2344,201904,전남,버스 운송업,2980490,대중교통
2345,201904,전남,비알콜 음료점업,1292425663,식료품
2346,201904,전남,빵 및 과자류 소매업,1432507677,식료품
2347,201904,전남,서양식 음식점업,2060760001,숙박/음식
2348,201904,전남,수산물 소매업,940092637,식료품
2349,201904,전남,슈퍼마켓,11688467456,슈퍼마켓
2350,201904,전남,스포츠 및 레크레이션 용품 임대업,3785717738,오락/문화
2351,201904,전남,여관업,666379518,숙박/음식
2352,201904,전남,여행사업,5723000,여행사/자동차임대
2353,201904,전남,욕탕업,254142985,기타
2354,201904,전남,육류 소매업,2087659482,식료품
2355,201904,전남,일반유흥 주점업,1884143548,숙박/음식
2356,201904,전남,일식 음식점업,1134504820,숙박/음식
2357,201904,전남,자동차 임대업,4080667,여행사/자동차임대
2358,201904,전남,전시 및 행사 대행업,351548960,기타
2359,201904,전남,중식 음식점업,1200338318,숙박/음식
2360,201904,전남,차량용 가스 충전업,888651425,연료
2361,201904,전남,차량용 주유소 운영업,26288652886,연료
2362,201904,전남,체인화 편의점,6761960871,편의점
2363,201904,전남,피자 햄버거 샌드위치 및 유사 음식점업,1447864364,숙박/음식
2364,201904,전남,한식 음식점업,27533925596,숙박/음식
2365,201904,전남,호텔업,49239140,숙박/음식
2366,201904,전남,화장품 및 방향제 소매업,789277547,화장품
2367,201904,전남,휴양콘도 운영업,95786490,숙박/음식
2368,201904,전북,건강보조식품 소매업,183294103,건강보조식품
2369,201904,전북,골프장 운영업,1684955690,스포츠/오락/여가
2370,201904,전북,과실 및 채소 소매업,1576234948,
2371,201904,전북,관광 민예품 및 선물용품 소매업,36897962,여행/교통
2372,201904,전북,그외 기타 스포츠시설 운영업,5566000,스포츠/오락/여가
2373,201904,전북,그외 기타 종합 소매업,638199550,종합소매
2374,201904,전북,기타 대형 종합 소매업,12044527640,종합소매
2375,201904,전북,기타 수상오락 서비스업,2212750,오락/문화
2376,201904,전북,기타 외국식 음식점업,1527007164,숙박/음식
2377,201904,전북,기타 주점업,307706585,숙박/음식
2378,201904,전북,기타음식료품위주종합소매업,3896223041,종합소매
2379,201904,전북,마사지업,37112000,기타
2380,201904,전북,비알콜 음료점업,1907372990,식료품
2381,201904,전북,빵 및 과자류 소매업,1941676796,식료품
2382,201904,전북,서양식 음식점업,2860164008,숙박/음식
2383,201904,전북,수산물 소매업,944624569,식료품
2384,201904,전북,슈퍼마켓,15653086424,슈퍼마켓
2385,201904,전북,스포츠 및 레크레이션 용품 임대업,4930421496,오락/문화
2386,201904,전북,여관업,487220829,숙박/음식
2387,201904,전북,여행사업,114100,여행사/자동차임대
2388,201904,전북,욕탕업,379145023,기타
2389,201904,전북,육류 소매업,2522848664,식료품
2390,201904,전북,일반유흥 주점업,969951200,숙박/음식
2391,201904,전북,일식 음식점업,1319889897,숙박/음식
2392,201904,전북,자동차 임대업,3950000,여행사/자동차임대
2393,201904,전북,전시 및 행사 대행업,42884250,기타
2394,201904,전북,정기 항공 운송업,2018624209,항공사
2395,201904,전북,중식 음식점업,1993099981,숙박/음식
2396,201904,전북,차량용 가스 충전업,1148267859,연료
2397,201904,전북,차량용 주유소 운영업,27646279866,연료
2398,201904,전북,체인화 편의점,8834363793,편의점
2399,201904,전북,택시 운송업,165000,기타운송수단
2400,201904,전북,피자 햄버거 샌드위치 및 유사 음식점업,1906730453,숙박/음식
2401,201904,전북,한식 음식점업,27648988001,숙박/음식
2402,201904,전북,호텔업,5350850,숙박/음식
2403,201904,전북,화장품 및 방향제 소매업,1090805468,화장품
2404,201904,전북,휴양콘도 운영업,93292261,숙박/음식
2405,201904,제주,건강보조식품 소매업,103781095,건강보조식품
2406,201904,제주,골프장 운영업,1635016495,스포츠/오락/여가
2407,201904,제주,과실 및 채소 소매업,1194382265,
2408,201904,제주,관광 민예품 및 선물용품 소매업,396348642,여행/교통
2409,201904,제주,그외 기타 스포츠시설 운영업,7072100,스포츠/오락/여가
2410,201904,제주,그외 기타 종합 소매업,2225152036,종합소매
2411,201904,제주,기타 대형 종합 소매업,5132673840,종합소매
2412,201904,제주,기타 수상오락 서비스업,59000,오락/문화
2413,201904,제주,기타 외국식 음식점업,458779981,숙박/음식
2414,201904,제주,기타 주점업,1135922028,숙박/음식
2415,201904,제주,기타음식료품위주종합소매업,2725774043,종합소매
2416,201904,제주,내항 여객 운송업,185034400,기타운송수단
2417,201904,제주,마사지업,3515000,기타
2418,201904,제주,면세점,7768601717,면세점
2419,201904,제주,비알콜 음료점업,886764889,식료품
2420,201904,제주,빵 및 과자류 소매업,1071183739,식료품
2421,201904,제주,서양식 음식점업,2040139305,숙박/음식
2422,201904,제주,수산물 소매업,1061291620,식료품
2423,201904,제주,슈퍼마켓,9787522482,슈퍼마켓
2424,201904,제주,스포츠 및 레크레이션 용품 임대업,2577981260,오락/문화
2425,201904,제주,여관업,595731069,숙박/음식
2426,201904,제주,여행사업,38257008,여행사/자동차임대
2427,201904,제주,욕탕업,194626104,기타
2428,201904,제주,육류 소매업,859953906,식료품
2429,201904,제주,일반유흥 주점업,2053087151,숙박/음식
2430,201904,제주,일식 음식점업,1364122572,숙박/음식
2431,201904,제주,자동차 임대업,387092651,여행사/자동차임대
2432,201904,제주,전시 및 행사 대행업,448814911,기타
2433,201904,제주,정기 항공 운송업,3764280616,항공사
2434,201904,제주,중식 음식점업,817315753,숙박/음식
2435,201904,제주,차량용 가스 충전업,484979392,연료
2436,201904,제주,차량용 주유소 운영업,8733975754,연료
2437,201904,제주,체인화 편의점,6339395626,편의점
2438,201904,제주,피자 햄버거 샌드위치 및 유사 음식점업,1019581358,숙박/음식
2439,201904,제주,한식 음식점업,20400616056,숙박/음식
2440,201904,제주,호텔업,1177883081,숙박/음식
2441,201904,제주,화장품 및 방향제 소매업,629283746,화장품
2442,201904,제주,휴양콘도 운영업,402519272,숙박/음식
2443,201904,충남,건강보조식품 소매업,1038819537,건강보조식품
2444,201904,충남,골프장 운영업,1675178700,스포츠/오락/여가
2445,201904,충남,과실 및 채소 소매업,1307083396,
2446,201904,충남,관광 민예품 및 선물용품 소매업,32761518,여행/교통
2447,201904,충남,그외 기타 분류안된 오락관련 서비스업,751000,오락/문화
2448,201904,충남,그외 기타 스포츠시설 운영업,6434300,스포츠/오락/여가
2449,201904,충남,그외 기타 종합 소매업,1783823169,종합소매
2450,201904,충남,기타 대형 종합 소매업,11450696692,종합소매
2451,201904,충남,기타 수상오락 서비스업,3953500,오락/문화
2452,201904,충남,기타 외국식 음식점업,1595752044,숙박/음식
2453,201904,충남,기타 주점업,178154100,숙박/음식
2454,201904,충남,기타음식료품위주종합소매업,6457000428,종합소매
2455,201904,충남,내항 여객 운송업,2039600,기타운송수단
2456,201904,충남,마사지업,38958000,기타
2457,201904,충남,비알콜 음료점업,1611335309,식료품
2458,201904,충남,빵 및 과자류 소매업,2095406506,식료품
2459,201904,충남,서양식 음식점업,2548990739,숙박/음식
2460,201904,충남,수산물 소매업,1527335310,식료품
2461,201904,충남,슈퍼마켓,13277886385,슈퍼마켓
2462,201904,충남,스포츠 및 레크레이션 용품 임대업,3901207470,오락/문화
2463,201904,충남,여관업,560477643,숙박/음식
2464,201904,충남,여행사업,23226100,여행사/자동차임대
2465,201904,충남,욕탕업,373812428,기타
2466,201904,충남,육류 소매업,2325612789,식료품
2467,201904,충남,일반유흥 주점업,1100810148,숙박/음식
2468,201904,충남,일식 음식점업,1507280428,숙박/음식
2469,201904,충남,자동차 임대업,474600,여행사/자동차임대
2470,201904,충남,전시 및 행사 대행업,41260150,기타
2471,201904,충남,정기 항공 운송업,8426500,항공사
2472,201904,충남,중식 음식점업,2183337293,숙박/음식
2473,201904,충남,차량용 가스 충전업,905223241,연료
2474,201904,충남,차량용 주유소 운영업,32264983904,연료
2475,201904,충남,체인화 편의점,13256669777,편의점
2476,201904,충남,택시 운송업,64120,기타운송수단
2477,201904,충남,피자 햄버거 샌드위치 및 유사 음식점업,2296957680,숙박/음식
2478,201904,충남,한식 음식점업,31692368306,숙박/음식
2479,201904,충남,호텔업,66409991,숙박/음식
2480,201904,충남,화장품 및 방향제 소매업,1426178394,화장품
2481,201904,충남,휴양콘도 운영업,125326675,숙박/음식
2482,201904,충북,건강보조식품 소매업,160159178,건강보조식품
2483,201904,충북,골프장 운영업,3149986523,스포츠/오락/여가
2484,201904,충북,과실 및 채소 소매업,650392025,
2485,201904,충북,관광 민예품 및 선물용품 소매업,16875270,여행/교통
2486,201904,충북,그외 기타 스포츠시설 운영업,4220300,스포츠/오락/여가
2487,201904,충북,그외 기타 종합 소매업,1706526210,종합소매
2488,201904,충북,기타 대형 종합 소매업,8183175868,종합소매
2489,201904,충북,기타 수상오락 서비스업,2256700,오락/문화
2490,201904,충북,기타 외국식 음식점업,1266702987,숙박/음식
2491,201904,충북,기타 주점업,200721212,숙박/음식
2492,201904,충북,기타음식료품위주종합소매업,2962236083,종합소매
2493,201904,충북,내항 여객 운송업,6770500,기타운송수단
2494,201904,충북,마사지업,20750000,기타
2495,201904,충북,면세점,11898372,면세점
2496,201904,충북,버스 운송업,44000,대중교통
2497,201904,충북,비알콜 음료점업,921725664,식료품
2498,201904,충북,빵 및 과자류 소매업,1304220229,식료품
2499,201904,충북,서양식 음식점업,1471997319,숙박/음식
2500,201904,충북,수산물 소매업,198679185,식료품
2501,201904,충북,슈퍼마켓,10823701619,슈퍼마켓
2502,201904,충북,스포츠 및 레크레이션 용품 임대업,2700191238,오락/문화
2503,201904,충북,여관업,269113090,숙박/음식
2504,201904,충북,여행사업,547500,여행사/자동차임대
2505,201904,충북,욕탕업,222019870,기타
2506,201904,충북,육류 소매업,1902856983,식료품
2507,201904,충북,일반유흥 주점업,618296460,숙박/음식
2508,201904,충북,일식 음식점업,870703370,숙박/음식
2509,201904,충북,자동차 임대업,989500,여행사/자동차임대
2510,201904,충북,전시 및 행사 대행업,35106050,기타
2511,201904,충북,중식 음식점업,1416192095,숙박/음식
2512,201904,충북,차량용 가스 충전업,676034137,연료
2513,201904,충북,차량용 주유소 운영업,22464873763,연료
2514,201904,충북,체인화 편의점,7988855930,편의점
2515,201904,충북,택시 운송업,44700,기타운송수단
2516,201904,충북,피자 햄버거 샌드위치 및 유사 음식점업,1428268910,숙박/음식
2517,201904,충북,한식 음식점업,22162873793,숙박/음식
2518,201904,충북,호텔업,40510930,숙박/음식
2519,201904,충북,화장품 및 방향제 소매업,687254347,화장품
2520,201904,충북,휴양콘도 운영업,101930350,숙박/음식
2521,201905,강원,건강보조식품 소매업,148115738,건강보조식품
2522,201905,강원,골프장 운영업,5493931873,스포츠/오락/여가
2523,201905,강원,과실 및 채소 소매업,1021472585,
2524,201905,강원,관광 민예품 및 선물용품 소매업,40582340,여행/교통
2525,201905,강원,그외 기타 분류안된 오락관련 서비스업,177000,오락/문화
2526,201905,강원,그외 기타 스포츠시설 운영업,7298000,스포츠/오락/여가
2527,201905,강원,그외 기타 종합 소매업,440361900,종합소매
2528,201905,강원,기타 대형 종합 소매업,8274436861,종합소매
2529,201905,강원,기타 수상오락 서비스업,2495500,오락/문화
2530,201905,강원,기타 외국식 음식점업,1095991627,숙박/음식
2531,201905,강원,기타 주점업,311790510,숙박/음식
2532,201905,강원,기타음식료품위주종합소매업,7838313007,종합소매
2533,201905,강원,내항 여객 운송업,4988000,기타운송수단
2534,201905,강원,마사지업,37035000,기타
2535,201905,강원,버스 운송업,5001700,대중교통
2536,201905,강원,비알콜 음료점업,1363504061,식료품
2537,201905,강원,빵 및 과자류 소매업,1168401995,식료품
2538,201905,강원,서양식 음식점업,2332871804,숙박/음식
2539,201905,강원,수산물 소매업,584510051,식료품
2540,201905,강원,슈퍼마켓,10384182590,슈퍼마켓
2541,201905,강원,스포츠 및 레크레이션 용품 임대업,3715354771,오락/문화
2542,201905,강원,여관업,690033886,숙박/음식
2543,201905,강원,여행사업,94441500,여행사/자동차임대
2544,201905,강원,욕탕업,176708212,기타
2545,201905,강원,육류 소매업,1687108748,식료품
2546,201905,강원,일반유흥 주점업,1309083945,숙박/음식
2547,201905,강원,일식 음식점업,2094061107,숙박/음식
2548,201905,강원,자동차 임대업,2829700,여행사/자동차임대
2549,201905,강원,전시 및 행사 대행업,382682790,기타
2550,201905,강원,중식 음식점업,1443691423,숙박/음식
2551,201905,강원,차량용 가스 충전업,580707227,연료
2552,201905,강원,차량용 주유소 운영업,18780803700,연료
2553,201905,강원,체인화 편의점,10232290074,편의점
2554,201905,강원,택시 운송업,167360,기타운송수단
2555,201905,강원,피자 햄버거 샌드위치 및 유사 음식점업,1655949921,숙박/음식
2556,201905,강원,한식 음식점업,26561948727,숙박/음식
2557,201905,강원,호텔업,500657562,숙박/음식
2558,201905,강원,화장품 및 방향제 소매업,703318932,화장품
2559,201905,강원,휴양콘도 운영업,1893387206,숙박/음식
2560,201905,경기,건강보조식품 소매업,1654144959,건강보조식품
2561,201905,경기,골프장 운영업,22048700971,스포츠/오락/여가
2562,201905,경기,과실 및 채소 소매업,6889280480,
2563,201905,경기,관광 민예품 및 선물용품 소매업,168576685,여행/교통
2564,201905,경기,그외 기타 분류안된 오락관련 서비스업,135000,오락/문화
2565,201905,경기,그외 기타 스포츠시설 운영업,50270050,스포츠/오락/여가
2566,201905,경기,그외 기타 종합 소매업,8890105944,종합소매
2567,201905,경기,기타 대형 종합 소매업,168222202281,종합소매
2568,201905,경기,기타 수상오락 서비스업,92615930,오락/문화
2569,201905,경기,기타 외국식 음식점업,12424090428,숙박/음식
2570,201905,경기,기타 주점업,1558374775,숙박/음식
2571,201905,경기,기타음식료품위주종합소매업,19120986750,종합소매
2572,201905,경기,내항 여객 운송업,2272100,기타운송수단
2573,201905,경기,마사지업,435703200,기타
2574,201905,경기,버스 운송업,2832000,대중교통
2575,201905,경기,비알콜 음료점업,15805370216,식료품
2576,201905,경기,빵 및 과자류 소매업,14710710939,식료품
2577,201905,경기,서양식 음식점업,24702583083,숙박/음식
2578,201905,경기,수산물 소매업,2947413154,식료품
2579,201905,경기,슈퍼마켓,121415236938,슈퍼마켓
2580,201905,경기,스포츠 및 레크레이션 용품 임대업,20473732659,오락/문화
2581,201905,경기,여관업,4393552913,숙박/음식
2582,201905,경기,여행사업,72048057,여행사/자동차임대
2583,201905,경기,욕탕업,2279579518,기타
2584,201905,경기,육류 소매업,15663701014,식료품
2585,201905,경기,일반유흥 주점업,7540017184,숙박/음식
2586,201905,경기,일식 음식점업,11847038555,숙박/음식
2587,201905,경기,자동차 임대업,799627774,여행사/자동차임대
2588,201905,경기,전시 및 행사 대행업,4892539560,기타
2589,201905,경기,중식 음식점업,17469402079,숙박/음식
2590,201905,경기,차량용 가스 충전업,3200310067,연료
2591,201905,경기,차량용 주유소 운영업,139010774276,연료
2592,201905,경기,체인화 편의점,99127049532,편의점
2593,201905,경기,택시 운송업,182647430,기타운송수단
2594,201905,경기,피자 햄버거 샌드위치 및 유사 음식점업,18668462161,숙박/음식
2595,201905,경기,한식 음식점업,248787393561,숙박/음식
2596,201905,경기,호텔업,269171722,숙박/음식
2597,201905,경기,화장품 및 방향제 소매업,7026995201,화장품
2598,201905,경기,휴양콘도 운영업,95063230,숙박/음식
2599,201905,경남,건강보조식품 소매업,436733039,건강보조식품
2600,201905,경남,골프장 운영업,6256778996,스포츠/오락/여가
2601,201905,경남,과실 및 채소 소매업,2570202583,
2602,201905,경남,관광 민예품 및 선물용품 소매업,76406715,여행/교통
2603,201905,경남,그외 기타 분류안된 오락관련 서비스업,585000,오락/문화
2604,201905,경남,그외 기타 스포츠시설 운영업,14119700,스포츠/오락/여가
2605,201905,경남,그외 기타 종합 소매업,1003343540,종합소매
2606,201905,경남,기타 대형 종합 소매업,24189178219,종합소매
2607,201905,경남,기타 수상오락 서비스업,4295800,오락/문화
2608,201905,경남,기타 외국식 음식점업,2075138442,숙박/음식
2609,201905,경남,기타 주점업,684916443,숙박/음식
2610,201905,경남,기타음식료품위주종합소매업,11304664471,종합소매
2611,201905,경남,내항 여객 운송업,31123650,기타운송수단
2612,201905,경남,마사지업,52624800,기타
2613,201905,경남,버스 운송업,86669790,대중교통
2614,201905,경남,비알콜 음료점업,3418585160,식료품
2615,201905,경남,빵 및 과자류 소매업,3358269552,식료품
2616,201905,경남,서양식 음식점업,4837005385,숙박/음식
2617,201905,경남,수산물 소매업,756286817,식료품
2618,201905,경남,슈퍼마켓,24069436747,슈퍼마켓
2619,201905,경남,스포츠 및 레크레이션 용품 임대업,6280768242,오락/문화
2620,201905,경남,여관업,975106041,숙박/음식
2621,201905,경남,여행사업,688400,여행사/자동차임대
2622,201905,경남,욕탕업,1011998497,기타
2623,201905,경남,육류 소매업,4449637437,식료품
2624,201905,경남,일반유흥 주점업,4941238509,숙박/음식
2625,201905,경남,일식 음식점업,2454945120,숙박/음식
2626,201905,경남,자동차 임대업,5114564,여행사/자동차임대
2627,201905,경남,전시 및 행사 대행업,107247489,기타
2628,201905,경남,중식 음식점업,2627693558,숙박/음식
2629,201905,경남,차량용 가스 충전업,1295664909,연료
2630,201905,경남,차량용 주유소 운영업,46943597096,연료
2631,201905,경남,체인화 편의점,20796780951,편의점
2632,201905,경남,택시 운송업,21669128,기타운송수단
2633,201905,경남,피자 햄버거 샌드위치 및 유사 음식점업,4419818443,숙박/음식
2634,201905,경남,한식 음식점업,63449895389,숙박/음식
2635,201905,경남,호텔업,95621280,숙박/음식
2636,201905,경남,화장품 및 방향제 소매업,1998008742,화장품
2637,201905,경남,휴양콘도 운영업,509520000,숙박/음식
2638,201905,경북,건강보조식품 소매업,270376679,건강보조식품
2639,201905,경북,골프장 운영업,7048495071,스포츠/오락/여가
2640,201905,경북,과실 및 채소 소매업,1946476548,
2641,201905,경북,관광 민예품 및 선물용품 소매업,73096000,여행/교통
2642,201905,경북,그외 기타 분류안된 오락관련 서비스업,105000,오락/문화
2643,201905,경북,그외 기타 스포츠시설 운영업,6109200,스포츠/오락/여가
2644,201905,경북,그외 기타 종합 소매업,606400480,종합소매
2645,201905,경북,기타 대형 종합 소매업,14917390021,종합소매
2646,201905,경북,기타 수상오락 서비스업,1449810,오락/문화
2647,201905,경북,기타 외국식 음식점업,1412224786,숙박/음식
2648,201905,경북,기타 주점업,364603972,숙박/음식
2649,201905,경북,기타음식료품위주종합소매업,8631514617,종합소매
2650,201905,경북,내항 여객 운송업,7072000,기타운송수단
2651,201905,경북,마사지업,23928000,기타
2652,201905,경북,버스 운송업,256000,대중교통
2653,201905,경북,비알콜 음료점업,2315592804,식료품
2654,201905,경북,빵 및 과자류 소매업,2247040530,식료품
2655,201905,경북,서양식 음식점업,3183464852,숙박/음식
2656,201905,경북,수산물 소매업,1019696009,식료품
2657,201905,경북,슈퍼마켓,23429078489,슈퍼마켓
2658,201905,경북,스포츠 및 레크레이션 용품 임대업,6354743241,오락/문화
2659,201905,경북,여관업,503997010,숙박/음식
2660,201905,경북,여행사업,1689900,여행사/자동차임대
2661,201905,경북,욕탕업,478226471,기타
2662,201905,경북,육류 소매업,4817520768,식료품
2663,201905,경북,일반유흥 주점업,1457629028,숙박/음식
2664,201905,경북,일식 음식점업,1435746027,숙박/음식
2665,201905,경북,자동차 임대업,3532766,여행사/자동차임대
2666,201905,경북,전시 및 행사 대행업,211128150,기타
2667,201905,경북,중식 음식점업,1831845821,숙박/음식
2668,201905,경북,차량용 가스 충전업,1682475112,연료
2669,201905,경북,차량용 주유소 운영업,51070038096,연료
2670,201905,경북,체인화 편의점,14243611896,편의점
2671,201905,경북,택시 운송업,576800,기타운송수단
2672,201905,경북,피자 햄버거 샌드위치 및 유사 음식점업,2809656014,숙박/음식
2673,201905,경북,한식 음식점업,45133416162,숙박/음식
2674,201905,경북,호텔업,486721158,숙박/음식
2675,201905,경북,화장품 및 방향제 소매업,1405412935,화장품
2676,201905,경북,휴양콘도 운영업,302944478,숙박/음식
2677,201905,광주,건강보조식품 소매업,253694391,건강보조식품
2678,201905,광주,골프장 운영업,309158400,스포츠/오락/여가
2679,201905,광주,과실 및 채소 소매업,1837539745,
2680,201905,광주,관광 민예품 및 선물용품 소매업,14108900,여행/교통
2681,201905,광주,그외 기타 스포츠시설 운영업,7640000,스포츠/오락/여가
2682,201905,광주,그외 기타 종합 소매업,1445400860,종합소매
2683,201905,광주,기타 대형 종합 소매업,11190497520,종합소매
2684,201905,광주,기타 수상오락 서비스업,416000,오락/문화
2685,201905,광주,기타 외국식 음식점업,936186534,숙박/음식
2686,201905,광주,기타 주점업,485903018,숙박/음식
2687,201905,광주,기타음식료품위주종합소매업,769426609,종합소매
2688,201905,광주,내항 여객 운송업,36543700,기타운송수단
2689,201905,광주,마사지업,97548500,기타
2690,201905,광주,버스 운송업,13629000,대중교통
2691,201905,광주,비알콜 음료점업,2477373310,식료품
2692,201905,광주,빵 및 과자류 소매업,2092575886,식료품
2693,201905,광주,서양식 음식점업,3616657438,숙박/음식
2694,201905,광주,수산물 소매업,892400836,식료품
2695,201905,광주,슈퍼마켓,19523344068,슈퍼마켓
2696,201905,광주,스포츠 및 레크레이션 용품 임대업,4545234747,오락/문화
2697,201905,광주,여관업,549212019,숙박/음식
2698,201905,광주,여행사업,5123000,여행사/자동차임대
2699,201905,광주,욕탕업,303784688,기타
2700,201905,광주,육류 소매업,2765253707,식료품
2701,201905,광주,일반유흥 주점업,1099570593,숙박/음식
2702,201905,광주,일식 음식점업,901037788,숙박/음식
2703,201905,광주,자동차 임대업,4311200,여행사/자동차임대
2704,201905,광주,전시 및 행사 대행업,16662360,기타
2705,201905,광주,중식 음식점업,1878703269,숙박/음식
2706,201905,광주,차량용 가스 충전업,956488756,연료
2707,201905,광주,차량용 주유소 운영업,16746296357,연료
2708,201905,광주,체인화 편의점,9440853378,편의점
2709,201905,광주,택시 운송업,41000,기타운송수단
2710,201905,광주,피자 햄버거 샌드위치 및 유사 음식점업,2256316842,숙박/음식
2711,201905,광주,한식 음식점업,31373274711,숙박/음식
2712,201905,광주,호텔업,42365230,숙박/음식
2713,201905,광주,화장품 및 방향제 소매업,1192977001,화장품
2714,201905,대구,건강보조식품 소매업,347505967,건강보조식품
2715,201905,대구,골프장 운영업,307473295,스포츠/오락/여가
2716,201905,대구,과실 및 채소 소매업,2273435640,
2717,201905,대구,관광 민예품 및 선물용품 소매업,26936771,여행/교통
2718,201905,대구,그외 기타 스포츠시설 운영업,7191100,스포츠/오락/여가
2719,201905,대구,그외 기타 종합 소매업,1727294500,종합소매
2720,201905,대구,기타 대형 종합 소매업,26144406580,종합소매
2721,201905,대구,기타 수상오락 서비스업,1231000,오락/문화
2722,201905,대구,기타 외국식 음식점업,1848208565,숙박/음식
2723,201905,대구,기타 주점업,351457250,숙박/음식
2724,201905,대구,기타음식료품위주종합소매업,2248004272,종합소매
2725,201905,대구,마사지업,20570500,기타
2726,201905,대구,면세점,290935600,면세점
2727,201905,대구,버스 운송업,2153000,대중교통
2728,201905,대구,비알콜 음료점업,4357139558,식료품
2729,201905,대구,빵 및 과자류 소매업,3375528934,식료품
2730,201905,대구,서양식 음식점업,6602059216,숙박/음식
2731,201905,대구,수산물 소매업,1102016106,식료품
2732,201905,대구,슈퍼마켓,31890755176,슈퍼마켓
2733,201905,대구,스포츠 및 레크레이션 용품 임대업,5098632098,오락/문화
2734,201905,대구,여관업,812003855,숙박/음식
2735,201905,대구,여행사업,15880400,여행사/자동차임대
2736,201905,대구,욕탕업,624244783,기타
2737,201905,대구,육류 소매업,5850859853,식료품
2738,201905,대구,일반유흥 주점업,1169952871,숙박/음식
2739,201905,대구,일식 음식점업,2953645727,숙박/음식
2740,201905,대구,자동차 임대업,3247700,여행사/자동차임대
2741,201905,대구,전시 및 행사 대행업,267878425,기타
2742,201905,대구,중식 음식점업,3066273244,숙박/음식
2743,201905,대구,차량용 가스 충전업,1273967241,연료
2744,201905,대구,차량용 주유소 운영업,26960113521,연료
2745,201905,대구,체인화 편의점,16196688052,편의점
2746,201905,대구,택시 운송업,6558516839,기타운송수단
2747,201905,대구,피자 햄버거 샌드위치 및 유사 음식점업,4412493632,숙박/음식
2748,201905,대구,한식 음식점업,55284178296,숙박/음식
2749,201905,대구,호텔업,406845485,숙박/음식
2750,201905,대구,화장품 및 방향제 소매업,2368361667,화장품
2751,201905,대전,건강보조식품 소매업,148865369,건강보조식품
2752,201905,대전,골프장 운영업,355114400,스포츠/오락/여가
2753,201905,대전,과실 및 채소 소매업,812826151,
2754,201905,대전,관광 민예품 및 선물용품 소매업,13633770,여행/교통
2755,201905,대전,그외 기타 스포츠시설 운영업,250000,스포츠/오락/여가
2756,201905,대전,그외 기타 종합 소매업,1287699650,종합소매
2757,201905,대전,기타 대형 종합 소매업,10083149189,종합소매
2758,201905,대전,기타 수상오락 서비스업,514600,오락/문화
2759,201905,대전,기타 외국식 음식점업,1190444508,숙박/음식
2760,201905,대전,기타 주점업,140318600,숙박/음식
2761,201905,대전,기타음식료품위주종합소매업,1345115732,종합소매
2762,201905,대전,마사지업,24792000,기타
2763,201905,대전,비알콜 음료점업,1584836567,식료품
2764,201905,대전,빵 및 과자류 소매업,1950471580,식료품
2765,201905,대전,서양식 음식점업,2920968666,숙박/음식
2766,201905,대전,수산물 소매업,530601543,식료품
2767,201905,대전,슈퍼마켓,8663547394,슈퍼마켓
2768,201905,대전,스포츠 및 레크레이션 용품 임대업,1554709595,오락/문화
2769,201905,대전,여관업,402003813,숙박/음식
2770,201905,대전,욕탕업,193511669,기타
2771,201905,대전,육류 소매업,1883720894,식료품
2772,201905,대전,일반유흥 주점업,148890800,숙박/음식
2773,201905,대전,일식 음식점업,1004201029,숙박/음식
2774,201905,대전,자동차 임대업,2316426,여행사/자동차임대
2775,201905,대전,전시 및 행사 대행업,9417924,기타
2776,201905,대전,중식 음식점업,1503078395,숙박/음식
2777,201905,대전,차량용 가스 충전업,559399976,연료
