REG_YYMM,CARD_SIDO_NM,STD_CLSS_NM,AMT,STD_CLSS_NM2,STD_CLSS_NM3
201903,전북,기타 대형 종합 소매업,12509948257,종합소매,living
201903,전북,기타 수상오락 서비스업,1796750,오락/문화,leisure
201903,전북,기타 외국식 음식점업,1639709279,숙박/음식,eatery
201903,전북,기타 주점업,321571800,숙박/음식,eatery
201903,전북,기타음식료품위주종합소매업,3753674558,종합소매,eatery
201903,전북,마사지업,32992000,기타,living
201903,전북,버스 운송업,4502410,대중교통,living
201903,전북,비알콜 음료점업,1873517896,식료품,eatery
201903,전북,빵 및 과자류 소매업,2064423682,식료품,eatery
201903,전북,서양식 음식점업,2997629294,숙박/음식,eatery
201903,전북,수산물 소매업,1074645008,식료품,eatery
201903,전북,슈퍼마켓,15823382362,슈퍼마켓,living
201903,전북,스포츠 및 레크레이션 용품 임대업,4862305980,오락/문화,leisure
201903,전북,여관업,539015584,숙박/음식,tour
201903,전북,여행사업,3543700,여행사/자동차임대,tour
201903,전북,욕탕업,461765812,기타,living
201903,전북,육류 소매업,2497184044,식료품,eatery
201903,전북,일반유흥 주점업,1044835800,숙박/음식,eatery
201903,전북,일식 음식점업,1561121413,숙박/음식,eatery
201903,전북,자동차 임대업,6602055,여행사/자동차임대,tour
201903,전북,전시 및 행사 대행업,48349100,기타,hobbyenter
201903,전북,정기 항공 운송업,1894542696,항공사,tour
201903,전북,중식 음식점업,2112854389,숙박/음식,eatery
201903,전북,차량용 가스 충전업,1210482170,연료,living
201903,전북,차량용 주유소 운영업,28318602042,연료,living
201903,전북,체인화 편의점,8852153326,편의점,living
201903,전북,택시 운송업,453000,기타운송수단,living
201903,전북,피자 햄버거 샌드위치 및 유사 음식점업,1924856026,숙박/음식,eatery
201903,전북,한식 음식점업,28782801427,숙박/음식,eatery
201903,전북,호텔업,6368980,숙박/음식,tour
201903,전북,화장품 및 방향제 소매업,1140644499,화장품,fbeauty
201903,전북,휴양콘도 운영업,124456548,숙박/음식,tour
201903,제주,건강보조식품 소매업,93076378,건강보조식품,eatery
201903,제주,골프장 운영업,1415478900,스포츠/오락/여가,leisure
201903,제주,과실 및 채소 소매업,1073210801,식료품,eatery
201903,제주,관광 민예품 및 선물용품 소매업,317364690,여행/교통,tour
201903,제주,그외 기타 스포츠시설 운영업,10513000,스포츠/오락/여가,leisure
201903,제주,그외 기타 종합 소매업,2225449200,종합소매,living
201903,제주,기타 대형 종합 소매업,5202216930,종합소매,living
201903,제주,기타 외국식 음식점업,492990058,숙박/음식,eatery
201903,제주,기타 주점업,1210881958,숙박/음식,eatery
201903,제주,기타음식료품위주종합소매업,2693599666,종합소매,eatery
201903,제주,내항 여객 운송업,173681100,기타운송수단,tour
201903,제주,마사지업,6330000,기타,living
201903,제주,면세점,7585380787,면세점,tour
201903,제주,비알콜 음료점업,851943000,식료품,eatery
201903,제주,빵 및 과자류 소매업,1138990533,식료품,eatery
201903,제주,서양식 음식점업,2078699535,숙박/음식,eatery
201903,제주,수산물 소매업,1057152001,식료품,eatery
201903,제주,슈퍼마켓,9649136698,슈퍼마켓,living
201903,제주,스포츠 및 레크레이션 용품 임대업,2383985965,오락/문화,leisure
201903,제주,여관업,577251470,숙박/음식,tour
201903,제주,여행사업,25522820,여행사/자동차임대,tour
201903,제주,욕탕업,249226132,기타,living
201903,제주,육류 소매업,873726656,식료품,eatery
201903,제주,일반유흥 주점업,2213526140,숙박/음식,eatery
201903,제주,일식 음식점업,1306221228,숙박/음식,eatery
201903,제주,자동차 임대업,369335471,여행사/자동차임대,tour
201903,제주,전시 및 행사 대행업,323680523,기타,hobbyenter
201903,제주,정기 항공 운송업,3333230857,항공사,tour
201903,제주,중식 음식점업,869569329,숙박/음식,eatery
201903,제주,차량용 가스 충전업,586449324,연료,living
201903,제주,차량용 주유소 운영업,9018242224,연료,living
201903,제주,체인화 편의점,6121420527,편의점,living
201903,제주,피자 햄버거 샌드위치 및 유사 음식점업,1015707494,숙박/음식,eatery
201903,제주,한식 음식점업,20571767495,숙박/음식,eatery
201903,제주,호텔업,1128726292,숙박/음식,tour
201903,제주,화장품 및 방향제 소매업,615875088,화장품,fbeauty
201903,제주,휴양콘도 운영업,561314005,숙박/음식,tour
201903,충남,건강보조식품 소매업,941441260,건강보조식품,eatery
201903,충남,골프장 운영업,1315808320,스포츠/오락/여가,leisure
201903,충남,과실 및 채소 소매업,1366915507,식료품,eatery
201903,충남,관광 민예품 및 선물용품 소매업,31275250,여행/교통,tour
201903,충남,그외 기타 분류안된 오락관련 서비스업,993000,오락/문화,hobbyenter
201903,충남,그외 기타 스포츠시설 운영업,10557100,스포츠/오락/여가,leisure
201903,충남,그외 기타 종합 소매업,1682174190,종합소매,living
201903,충남,기타 대형 종합 소매업,12001471170,종합소매,living
201903,충남,기타 수상오락 서비스업,3629700,오락/문화,leisure
201903,충남,기타 외국식 음식점업,1687780825,숙박/음식,eatery
201903,충남,기타 주점업,171566000,숙박/음식,eatery
201903,충남,기타음식료품위주종합소매업,6237060815,종합소매,eatery
201903,충남,내항 여객 운송업,701800,기타운송수단,tour
201903,충남,마사지업,42111000,기타,living
201903,충남,비알콜 음료점업,1513895099,식료품,eatery
201903,충남,빵 및 과자류 소매업,2242365214,식료품,eatery
201903,충남,서양식 음식점업,2566675173,숙박/음식,eatery
201903,충남,수산물 소매업,1328364744,식료품,eatery
201903,충남,슈퍼마켓,13233650793,슈퍼마켓,living
201903,충남,스포츠 및 레크레이션 용품 임대업,3803493854,오락/문화,leisure
201903,충남,여관업,587678493,숙박/음식,tour
201903,충남,여행사업,22578100,여행사/자동차임대,tour
201903,충남,욕탕업,408578624,기타,living
201903,충남,육류 소매업,2258377447,식료품,eatery
201903,충남,일반유흥 주점업,1184260795,숙박/음식,eatery
201903,충남,일식 음식점업,1652410477,숙박/음식,eatery
201903,충남,자동차 임대업,3607200,여행사/자동차임대,tour
201903,충남,전시 및 행사 대행업,60478900,기타,hobbyenter
201903,충남,정기 항공 운송업,18347500,항공사,tour
201903,충남,중식 음식점업,2354045278,숙박/음식,eatery
201903,충남,차량용 가스 충전업,999106132,연료,living
201903,충남,차량용 주유소 운영업,32947030859,연료,living
201903,충남,체인화 편의점,13140664421,편의점,living
201903,충남,피자 햄버거 샌드위치 및 유사 음식점업,2321786514,숙박/음식,eatery
201903,충남,한식 음식점업,32541075773,숙박/음식,eatery
201903,충남,호텔업,132681165,숙박/음식,tour
201903,충남,화장품 및 방향제 소매업,1540116587,화장품,fbeauty
201903,충남,휴양콘도 운영업,109216500,숙박/음식,tour
201903,충북,건강보조식품 소매업,173216073,건강보조식품,eatery
201903,충북,골프장 운영업,2371580302,스포츠/오락/여가,leisure
201903,충북,과실 및 채소 소매업,623192644,식료품,eatery
201903,충북,관광 민예품 및 선물용품 소매업,22754400,여행/교통,tour
201903,충북,그외 기타 스포츠시설 운영업,4358360,스포츠/오락/여가,leisure
201903,충북,그외 기타 종합 소매업,1690761577,종합소매,living
201903,충북,기타 대형 종합 소매업,8183345920,종합소매,living
201903,충북,기타 수상오락 서비스업,2880200,오락/문화,leisure
201903,충북,기타 외국식 음식점업,1319124614,숙박/음식,eatery
201903,충북,기타 주점업,212560000,숙박/음식,eatery
201903,충북,기타음식료품위주종합소매업,2892573611,종합소매,eatery
201903,충북,내항 여객 운송업,1089000,기타운송수단,tour
201903,충북,마사지업,24251300,기타,living
201903,충북,면세점,11137011,면세점,tour
201903,충북,비알콜 음료점업,908779102,식료품,eatery
201903,충북,빵 및 과자류 소매업,1381976954,식료품,eatery
201903,충북,서양식 음식점업,1488035862,숙박/음식,eatery
201903,충북,수산물 소매업,219886457,식료품,eatery
201903,충북,슈퍼마켓,10857023932,슈퍼마켓,living
201903,충북,스포츠 및 레크레이션 용품 임대업,2682519964,오락/문화,leisure
201903,충북,여관업,288199875,숙박/음식,tour
201903,충북,여행사업,6352050,여행사/자동차임대,tour
201903,충북,욕탕업,264673126,기타,living
201903,충북,육류 소매업,1897666124,식료품,eatery
201903,충북,일반유흥 주점업,664146320,숙박/음식,eatery
201903,충북,일식 음식점업,982942008,숙박/음식,eatery
201903,충북,자동차 임대업,398000,여행사/자동차임대,tour
201903,충북,전시 및 행사 대행업,39891500,기타,hobbyenter
201903,충북,중식 음식점업,1522395369,숙박/음식,eatery
201903,충북,차량용 가스 충전업,744405831,연료,living
201903,충북,차량용 주유소 운영업,22199394338,연료,living
201903,충북,체인화 편의점,7934523153,편의점,living
201903,충북,택시 운송업,103300,기타운송수단,living
201903,충북,피자 햄버거 샌드위치 및 유사 음식점업,1441131811,숙박/음식,eatery
201903,충북,한식 음식점업,22952482750,숙박/음식,eatery
201903,충북,호텔업,36030010,숙박/음식,tour
201903,충북,화장품 및 방향제 소매업,729328422,화장품,fbeauty
201903,충북,휴양콘도 운영업,107431443,숙박/음식,tour
201904,강원,건강보조식품 소매업,106548473,건강보조식품,eatery
201904,강원,골프장 운영업,3964893280,스포츠/오락/여가,leisure
201904,강원,과실 및 채소 소매업,827683360,식료품,eatery
201904,강원,관광 민예품 및 선물용품 소매업,17905610,여행/교통,tour
201904,강원,그외 기타 스포츠시설 운영업,5904100,스포츠/오락/여가,leisure
201904,강원,그외 기타 종합 소매업,433801770,종합소매,living
201904,강원,기타 대형 종합 소매업,7409552190,종합소매,living
201904,강원,기타 수상오락 서비스업,1507000,오락/문화,leisure
201904,강원,기타 외국식 음식점업,1084116176,숙박/음식,eatery
201904,강원,기타 주점업,295860923,숙박/음식,eatery
201904,강원,기타음식료품위주종합소매업,6986513152,종합소매,eatery
201904,강원,내항 여객 운송업,2530000,기타운송수단,tour
201904,강원,마사지업,34368000,기타,living
201904,강원,면세점,113730,면세점,tour
201904,강원,버스 운송업,940000,대중교통,living
201904,강원,비알콜 음료점업,1126021748,식료품,eatery
201904,강원,빵 및 과자류 소매업,1136862948,식료품,eatery
201904,강원,서양식 음식점업,2006741541,숙박/음식,eatery
201904,강원,수산물 소매업,517525064,식료품,eatery
201904,강원,슈퍼마켓,9375852344,슈퍼마켓,living
201904,강원,스포츠 및 레크레이션 용품 임대업,3118131411,오락/문화,leisure
201904,강원,여관업,524674376,숙박/음식,tour
201904,강원,여행사업,45807900,여행사/자동차임대,tour
201904,강원,욕탕업,224609216,기타,living
201904,강원,육류 소매업,1390905111,식료품,eatery
201904,강원,일반유흥 주점업,1298074939,숙박/음식,eatery
201904,강원,일식 음식점업,1588371998,숙박/음식,eatery
201904,강원,자동차 임대업,3098900,여행사/자동차임대,tour
201904,강원,전시 및 행사 대행업,109944110,기타,hobbyenter
201904,강원,중식 음식점업,1338998121,숙박/음식,eatery
201904,강원,차량용 가스 충전업,565594346,연료,living
201904,강원,차량용 주유소 운영업,16823759095,연료,living
201904,강원,체인화 편의점,8638971864,편의점,living
201904,강원,택시 운송업,71410,기타운송수단,living
201904,강원,피자 햄버거 샌드위치 및 유사 음식점업,1457859941,숙박/음식,eatery
201904,강원,한식 음식점업,22330264998,숙박/음식,eatery
201904,강원,호텔업,311559718,숙박/음식,tour
201904,강원,화장품 및 방향제 소매업,670542065,화장품,fbeauty
201904,강원,휴양콘도 운영업,1013036101,숙박/음식,tour
201904,경기,건강보조식품 소매업,1222358444,건강보조식품,eatery
201904,경기,골프장 운영업,18903364239,스포츠/오락/여가,leisure
201904,경기,과실 및 채소 소매업,6458229930,식료품,eatery
201904,경기,관광 민예품 및 선물용품 소매업,167134496,여행/교통,tour
201904,경기,그외 기타 스포츠시설 운영업,36669800,스포츠/오락/여가,leisure
201904,경기,그외 기타 종합 소매업,8428541308,종합소매,living
201904,경기,기타 대형 종합 소매업,157774196962,종합소매,living
201904,경기,기타 수상오락 서비스업,71345340,오락/문화,leisure
201904,경기,기타 외국식 음식점업,12345753930,숙박/음식,eatery
201904,경기,기타 주점업,1545246831,숙박/음식,eatery
201904,경기,기타음식료품위주종합소매업,17027802775,종합소매,eatery
201904,경기,내항 여객 운송업,1156500,기타운송수단,tour
201904,경기,마사지업,395512723,기타,living
201904,경기,버스 운송업,24024300,대중교통,living
201904,경기,비알콜 음료점업,13825048429,식료품,eatery
201904,경기,빵 및 과자류 소매업,14824810091,식료품,eatery
201904,경기,서양식 음식점업,22173950348,숙박/음식,eatery
201904,경기,수산물 소매업,2871600726,식료품,eatery
201904,경기,슈퍼마켓,114874698581,슈퍼마켓,living
201904,경기,스포츠 및 레크레이션 용품 임대업,18191240410,오락/문화,leisure
201904,경기,여관업,4109358214,숙박/음식,tour
201904,경기,여행사업,76026712,여행사/자동차임대,tour
201904,경기,욕탕업,2823844922,기타,living
201904,경기,육류 소매업,14265319304,식료품,eatery
201904,경기,일반유흥 주점업,7340367196,숙박/음식,eatery
201904,경기,일식 음식점업,10886140903,숙박/음식,eatery
201904,경기,자동차 임대업,704993868,여행사/자동차임대,tour
201904,경기,전시 및 행사 대행업,4027542495,기타,hobbyenter
201904,경기,중식 음식점업,16385696169,숙박/음식,eatery
201904,경기,차량용 가스 충전업,2879481006,연료,living
201904,경기,차량용 주유소 운영업,126086514870,연료,living
201904,경기,체인화 편의점,89576430218,편의점,living
201904,경기,택시 운송업,161117440,기타운송수단,living
201904,경기,피자 햄버거 샌드위치 및 유사 음식점업,17821188449,숙박/음식,eatery
201904,경기,한식 음식점업,225659196130,숙박/음식,eatery
201904,경기,호텔업,255708480,숙박/음식,tour
201904,경기,화장품 및 방향제 소매업,6873584635,화장품,fbeauty
201904,경기,휴양콘도 운영업,56419910,숙박/음식,tour
201904,경남,건강보조식품 소매업,286418037,건강보조식품,eatery
201904,경남,골프장 운영업,5471565048,스포츠/오락/여가,leisure
201904,경남,과실 및 채소 소매업,2351726315,식료품,eatery
201904,경남,관광 민예품 및 선물용품 소매업,39635720,여행/교통,tour
201904,경남,그외 기타 분류안된 오락관련 서비스업,1109000,오락/문화,hobbyenter
201904,경남,그외 기타 스포츠시설 운영업,8575400,스포츠/오락/여가,leisure
201904,경남,그외 기타 종합 소매업,927495250,종합소매,living
201904,경남,기타 대형 종합 소매업,23153059743,종합소매,living
201904,경남,기타 수상오락 서비스업,2897950,오락/문화,leisure
201904,경남,기타 외국식 음식점업,1956948470,숙박/음식,eatery
201904,경남,기타 주점업,665742599,숙박/음식,eatery
201904,경남,기타음식료품위주종합소매업,10102947303,종합소매,eatery
201904,경남,내항 여객 운송업,32813800,기타운송수단,tour
201904,경남,마사지업,51951400,기타,living
201904,경남,버스 운송업,81703932,대중교통,living
201904,경남,비알콜 음료점업,2938048965,식료품,eatery
201904,경남,빵 및 과자류 소매업,3372592576,식료품,eatery
201904,경남,서양식 음식점업,4477069170,숙박/음식,eatery
201904,경남,수산물 소매업,800522644,식료품,eatery
201904,경남,슈퍼마켓,22138416513,슈퍼마켓,living
201904,경남,스포츠 및 레크레이션 용품 임대업,5672871159,오락/문화,leisure
201904,경남,여관업,1002224927,숙박/음식,tour
201904,경남,여행사업,2059500,여행사/자동차임대,tour
201904,경남,욕탕업,1128644616,기타,living
201904,경남,육류 소매업,4013434420,식료품,eatery
201904,경남,일반유흥 주점업,4807630908,숙박/음식,eatery
201904,경남,일식 음식점업,2481715691,숙박/음식,eatery
201904,경남,자동차 임대업,5310200,여행사/자동차임대,tour
201904,경남,전시 및 행사 대행업,77178220,기타,hobbyenter
201904,경남,중식 음식점업,2550419079,숙박/음식,eatery
201904,경남,차량용 가스 충전업,1162587242,연료,living
201904,경남,차량용 주유소 운영업,42315846142,연료,living
201904,경남,체인화 편의점,19115749049,편의점,living
201904,경남,택시 운송업,20699850,기타운송수단,living
201904,경남,피자 햄버거 샌드위치 및 유사 음식점업,4120389937,숙박/음식,eatery
201904,경남,한식 음식점업,58448252299,숙박/음식,eatery
201904,경남,호텔업,73293520,숙박/음식,tour
201904,경남,화장품 및 방향제 소매업,2035074702,화장품,fbeauty
201904,경남,휴양콘도 운영업,392589268,숙박/음식,tour
201904,경북,건강보조식품 소매업,152982607,건강보조식품,eatery
201904,경북,골프장 운영업,6033762509,스포츠/오락/여가,leisure
201904,경북,과실 및 채소 소매업,1648674840,식료품,eatery
201904,경북,관광 민예품 및 선물용품 소매업,54996253,여행/교통,tour
201904,경북,그외 기타 분류안된 오락관련 서비스업,85000,오락/문화,hobbyenter
201904,경북,그외 기타 스포츠시설 운영업,4436100,스포츠/오락/여가,leisure
201904,경북,그외 기타 종합 소매업,542785390,종합소매,living
201904,경북,기타 대형 종합 소매업,13939742864,종합소매,living
201904,경북,기타 수상오락 서비스업,852620,오락/문화,leisure
201904,경북,기타 외국식 음식점업,1407804137,숙박/음식,eatery
201904,경북,기타 주점업,367783500,숙박/음식,eatery
201904,경북,기타음식료품위주종합소매업,7687026143,종합소매,eatery
201904,경북,내항 여객 운송업,4928700,기타운송수단,tour
201904,경북,마사지업,19825500,기타,living
201904,경북,버스 운송업,165800,대중교통,living
201904,경북,비알콜 음료점업,2058233943,식료품,eatery
201904,경북,빵 및 과자류 소매업,2304024255,식료품,eatery
201904,경북,서양식 음식점업,2911905276,숙박/음식,eatery
201904,경북,수산물 소매업,945234385,식료품,eatery
201904,경북,슈퍼마켓,21327343018,슈퍼마켓,living
201904,경북,스포츠 및 레크레이션 용품 임대업,5762343629,오락/문화,leisure
201904,경북,여관업,501820635,숙박/음식,tour
201904,경북,욕탕업,571066236,기타,living
201904,경북,육류 소매업,4157895495,식료품,eatery
201904,경북,일반유흥 주점업,1373396249,숙박/음식,eatery
201904,경북,일식 음식점업,1184923648,숙박/음식,eatery
201904,경북,자동차 임대업,1079000,여행사/자동차임대,tour
201904,경북,전시 및 행사 대행업,207272700,기타,hobbyenter
201904,경북,중식 음식점업,1750774805,숙박/음식,eatery
201904,경북,차량용 가스 충전업,1549751055,연료,living
201904,경북,차량용 주유소 운영업,46502200454,연료,living
201904,경북,체인화 편의점,12880308012,편의점,living
201904,경북,택시 운송업,561920,기타운송수단,living
201904,경북,피자 햄버거 샌드위치 및 유사 음식점업,2664163941,숙박/음식,eatery
201904,경북,한식 음식점업,41899534307,숙박/음식,eatery
201904,경북,호텔업,465854861,숙박/음식,tour
201904,경북,화장품 및 방향제 소매업,1385361461,화장품,fbeauty
201904,경북,휴양콘도 운영업,246849104,숙박/음식,tour
201904,광주,건강보조식품 소매업,184891195,건강보조식품,eatery
201904,광주,골프장 운영업,217185000,스포츠/오락/여가,leisure
201904,광주,과실 및 채소 소매업,1700123611,식료품,eatery
201904,광주,관광 민예품 및 선물용품 소매업,15202400,여행/교통,tour
201904,광주,그외 기타 스포츠시설 운영업,5568000,스포츠/오락/여가,leisure
201904,광주,그외 기타 종합 소매업,1443460780,종합소매,living
201904,광주,기타 대형 종합 소매업,10265680720,종합소매,living
201904,광주,기타 수상오락 서비스업,301000,오락/문화,leisure
201904,광주,기타 외국식 음식점업,930275411,숙박/음식,eatery
201904,광주,기타 주점업,420987816,숙박/음식,eatery
201904,광주,기타음식료품위주종합소매업,709513128,종합소매,eatery
201904,광주,내항 여객 운송업,20347800,기타운송수단,tour
201904,광주,마사지업,83613600,기타,living
201904,광주,버스 운송업,11891000,대중교통,living
201904,광주,비알콜 음료점업,2159558487,식료품,eatery
201904,광주,빵 및 과자류 소매업,2087548406,식료품,eatery
201904,광주,서양식 음식점업,3305068226,숙박/음식,eatery
201904,광주,수산물 소매업,853207475,식료품,eatery
201904,광주,슈퍼마켓,18259211041,슈퍼마켓,living
201904,광주,스포츠 및 레크레이션 용품 임대업,4158023103,오락/문화,leisure
201904,광주,여관업,524538320,숙박/음식,tour
201904,광주,여행사업,3057400,여행사/자동차임대,tour
201904,광주,욕탕업,346306500,기타,living
201904,광주,육류 소매업,2466524099,식료품,eatery
201904,광주,일반유흥 주점업,1077280675,숙박/음식,eatery
201904,광주,일식 음식점업,825410914,숙박/음식,eatery
201904,광주,자동차 임대업,4573250,여행사/자동차임대,tour
201904,광주,전시 및 행사 대행업,15134900,기타,hobbyenter
201904,광주,중식 음식점업,1742467181,숙박/음식,eatery
201904,광주,차량용 가스 충전업,828634412,연료,living
201904,광주,차량용 주유소 운영업,15102476207,연료,living
201904,광주,체인화 편의점,8503645938,편의점,living
201904,광주,택시 운송업,66900,기타운송수단,living
201904,광주,피자 햄버거 샌드위치 및 유사 음식점업,2152878356,숙박/음식,eatery
201904,광주,한식 음식점업,28742487797,숙박/음식,eatery
201904,광주,호텔업,73029050,숙박/음식,tour
201904,광주,화장품 및 방향제 소매업,1190938646,화장품,fbeauty
201904,대구,건강보조식품 소매업,238426139,건강보조식품,eatery
201904,대구,골프장 운영업,297683460,스포츠/오락/여가,leisure
201904,대구,과실 및 채소 소매업,2234759114,식료품,eatery
201904,대구,관광 민예품 및 선물용품 소매업,30642780,여행/교통,tour
201904,대구,그외 기타 스포츠시설 운영업,6545700,스포츠/오락/여가,leisure
201904,대구,그외 기타 종합 소매업,1466774180,종합소매,living
201904,대구,기타 대형 종합 소매업,24724209970,종합소매,living
201904,대구,기타 수상오락 서비스업,822600,오락/문화,leisure
201904,대구,기타 외국식 음식점업,1768689650,숙박/음식,eatery
201904,대구,기타 주점업,326860800,숙박/음식,eatery
201904,대구,기타음식료품위주종합소매업,1939342150,종합소매,eatery
201904,대구,마사지업,19392017,기타,living
201904,대구,면세점,278812540,면세점,tour
201904,대구,버스 운송업,2650000,대중교통,living
201904,대구,비알콜 음료점업,3947799628,식료품,eatery
201904,대구,빵 및 과자류 소매업,3416108574,식료품,eatery
201904,대구,서양식 음식점업,6011595996,숙박/음식,eatery
201904,대구,수산물 소매업,1102246062,식료품,eatery
201904,대구,슈퍼마켓,29692348345,슈퍼마켓,living
201904,대구,스포츠 및 레크레이션 용품 임대업,4633903684,오락/문화,leisure
201904,대구,여관업,828634948,숙박/음식,tour
201904,대구,여행사업,1751000,여행사/자동차임대,tour
201904,대구,욕탕업,620578050,기타,living
201904,대구,육류 소매업,5343463645,식료품,eatery
201904,대구,일반유흥 주점업,1113449545,숙박/음식,eatery
201904,대구,일식 음식점업,2496222736,숙박/음식,eatery
201904,대구,자동차 임대업,4607600,여행사/자동차임대,tour
201904,대구,전시 및 행사 대행업,90462300,기타,hobbyenter
201904,대구,중식 음식점업,2944526870,숙박/음식,eatery
201904,대구,차량용 가스 충전업,1151338707,연료,living
201904,대구,차량용 주유소 운영업,24489988945,연료,living
201904,대구,체인화 편의점,14508490182,편의점,living
201904,대구,택시 운송업,6098149156,기타운송수단,living
201904,대구,피자 햄버거 샌드위치 및 유사 음식점업,4175959609,숙박/음식,eatery
201904,대구,한식 음식점업,50803067358,숙박/음식,eatery
201904,대구,호텔업,452869082,숙박/음식,tour
201904,대구,화장품 및 방향제 소매업,2223334628,화장품,fbeauty
201904,대전,건강보조식품 소매업,110636870,건강보조식품,eatery
201904,대전,골프장 운영업,285665369,스포츠/오락/여가,leisure
201904,대전,과실 및 채소 소매업,821429157,식료품,eatery
201904,대전,관광 민예품 및 선물용품 소매업,20680700,여행/교통,tour
201904,대전,그외 기타 스포츠시설 운영업,239000,스포츠/오락/여가,leisure
201904,대전,그외 기타 종합 소매업,1192748510,종합소매,living
201904,대전,기타 대형 종합 소매업,9542548800,종합소매,living
201904,대전,기타 수상오락 서비스업,91000,오락/문화,leisure
201904,대전,기타 외국식 음식점업,1178713960,숙박/음식,eatery
201904,대전,기타 주점업,146923000,숙박/음식,eatery
201904,대전,기타음식료품위주종합소매업,1344746468,종합소매,eatery
201904,대전,마사지업,25485000,기타,living
201904,대전,비알콜 음료점업,1375961581,식료품,eatery
201904,대전,빵 및 과자류 소매업,1960344838,식료품,eatery
201904,대전,서양식 음식점업,2676281155,숙박/음식,eatery
201904,대전,수산물 소매업,621800873,식료품,eatery
201904,대전,슈퍼마켓,8147207343,슈퍼마켓,living
201904,대전,스포츠 및 레크레이션 용품 임대업,1357318160,오락/문화,leisure
201904,대전,여관업,390514630,숙박/음식,tour
201904,대전,욕탕업,244830400,기타,living
201904,대전,육류 소매업,1714992112,식료품,eatery
201904,대전,일반유흥 주점업,144448090,숙박/음식,eatery
201904,대전,일식 음식점업,925736925,숙박/음식,eatery
201904,대전,자동차 임대업,1841800,여행사/자동차임대,tour
201904,대전,전시 및 행사 대행업,6295850,기타,hobbyenter
201904,대전,중식 음식점업,1386838883,숙박/음식,eatery
201904,대전,차량용 가스 충전업,456712561,연료,living
201904,대전,차량용 주유소 운영업,9511817123,연료,living
201904,대전,체인화 편의점,6599080473,편의점,living
201904,대전,피자 햄버거 샌드위치 및 유사 음식점업,1614743221,숙박/음식,eatery
201904,대전,한식 음식점업,20026521633,숙박/음식,eatery
201904,대전,호텔업,106180835,숙박/음식,tour
201904,대전,화장품 및 방향제 소매업,791287099,화장품,fbeauty
201904,부산,건강보조식품 소매업,433761991,건강보조식품,eatery
201904,부산,골프장 운영업,1484813414,스포츠/오락/여가,leisure
201904,부산,과실 및 채소 소매업,4334701280,식료품,eatery
201904,부산,관광 민예품 및 선물용품 소매업,90738800,여행/교통,tour
201904,부산,그외 기타 스포츠시설 운영업,9846800,스포츠/오락/여가,leisure
201904,부산,그외 기타 종합 소매업,1628861160,종합소매,living
201904,부산,기타 대형 종합 소매업,62707935470,종합소매,living
201904,부산,기타 수상오락 서비스업,2397900,오락/문화,leisure
201904,부산,기타 외국식 음식점업,2532815671,숙박/음식,eatery
201904,부산,기타 주점업,1652503020,숙박/음식,eatery
201904,부산,기타음식료품위주종합소매업,1050595225,종합소매,eatery
201904,부산,내항 여객 운송업,1742100,기타운송수단,tour
201904,부산,마사지업,37326800,기타,living
201904,부산,면세점,2763529187,면세점,tour
201904,부산,버스 운송업,2307000,대중교통,living
201904,부산,비알콜 음료점업,5256328664,식료품,eatery
201904,부산,빵 및 과자류 소매업,4747612845,식료품,eatery
201904,부산,서양식 음식점업,8490104595,숙박/음식,eatery
201904,부산,수산물 소매업,788875471,식료품,eatery
201904,부산,슈퍼마켓,25665047298,슈퍼마켓,living
201904,부산,스포츠 및 레크레이션 용품 임대업,7846920745,오락/문화,leisure
201904,부산,여관업,1631896945,숙박/음식,tour
201904,부산,여행사업,37398700,여행사/자동차임대,tour
201904,부산,욕탕업,1551963498,기타,living
201904,부산,육류 소매업,4369250589,식료품,eatery
201904,부산,일반유흥 주점업,4106682506,숙박/음식,eatery
201904,부산,일식 음식점업,4213681875,숙박/음식,eatery
201904,부산,자동차 임대업,16383100,여행사/자동차임대,tour
201904,부산,전시 및 행사 대행업,309543450,기타,hobbyenter
201904,부산,정기 항공 운송업,4351124450,항공사,tour
201904,부산,중식 음식점업,3840731874,숙박/음식,eatery
201904,부산,차량용 가스 충전업,860803985,연료,living
201904,부산,차량용 주유소 운영업,28846931142,연료,living
201904,부산,체인화 편의점,23968042743,편의점,living
201904,부산,택시 운송업,4135845651,기타운송수단,living
201904,부산,피자 햄버거 샌드위치 및 유사 음식점업,6383675742,숙박/음식,eatery
201904,부산,한식 음식점업,73854151256,숙박/음식,eatery
201904,부산,호텔업,1118979391,숙박/음식,tour
201904,부산,화장품 및 방향제 소매업,3257449941,화장품,fbeauty
201904,부산,휴양콘도 운영업,326591915,숙박/음식,tour
201904,서울,건강보조식품 소매업,1304819043,건강보조식품,eatery
201904,서울,골프장 운영업,414515592,스포츠/오락/여가,leisure
201904,서울,과실 및 채소 소매업,6759215536,식료품,eatery
201904,서울,관광 민예품 및 선물용품 소매업,180278065,여행/교통,tour
201904,서울,그외 기타 스포츠시설 운영업,29056800,스포츠/오락/여가,leisure
201904,서울,그외 기타 종합 소매업,33746015890,종합소매,living
201904,서울,기타 대형 종합 소매업,102329130078,종합소매,living
201904,서울,기타 수상오락 서비스업,5632270,오락/문화,leisure
201904,서울,기타 외국식 음식점업,10630544207,숙박/음식,eatery
201904,서울,기타 주점업,2085082290,숙박/음식,eatery
201904,서울,기타음식료품위주종합소매업,25627105073,종합소매,eatery
